id,name,type_code,is_intervention,is_international
453,Saya San's Rebellion,2,False,
454,British-Palestinian,2,False,
455,Second British-Waziristan,3,False,
456,Indonesian,2,True,
457,French-Indochina,2,False,
459,Third Franco-Madagascan,2,False,
460,Malayan Rebellion,2,False,
461,Indo-Hyderabad,3,False,
462,Third Sino-Tibetan,3,False,
463,Franco-Tunisian,2,False,
464,British-Mau Mau,2,False,
465,Moroccan Independence,2,False,
466,Third Franco-Algerian,2,False,
467,French-Cameroon,2,False,
469,Angolan-Portuguese,2,False,
471,Mozambique-Portuguese,2,False,
472,"East Timorese, Phase 2",3,False,
473,Namibian,2,False,
474,Western Saharan,3,True,
475,Khmer Insurgency,3,True,
476,Soviet Quagmire,3,True,
477,First PKK in Iraq,3,False,
479,Second PKK in Iraq,3,False,
480,Al Aqsa Intifada,2,False,
481,Afghan Resistance,3,True,
482,Iraqi Resistance,3,True,
1500,First Maori Tribal War,8,,
1501,Shaka Zulu-Bantu War,8,,
1502,Burma-Assam War,8,,
1503,Buenos Aires War,8,,
1505,Second Maori Tribal War,8,,
1506,Siam-Kedah War,8,,
1508,China-Kashgaria War,8,,
1509,Mexico-Yaqui Indian War,8,,
1510,Central American Confederation War,8,,
1511,Viang Chan- Siamese War,8,,
1512,Peru-Gran Colombia War,8,,
1513,Argentine War for Unity,8,,
1514,Sayyid Said War,8,,
1515,China-Kokand War,8,,
1516,Siam-Cambodia-Vietnam War,8,,
1518,Argentina-Ranqueles Indian War,8,,
1520,Bolivia Conquest of Peru,8,,
1521,Boer-Matabele War,8,,
1523,Dissolution of the Bolivia-Peru Confederation,8,,
1524,Persian Siege of Heart,8,,
1525,Boer-Zulu War,8,,
1527,Anti-Rosas War,8,,
1528,Dissolution of  the Central American Confederation,8,,
1530,Dogra-Tibet War,8,,
1531,First Haiti-Santo Domingo War,8,,
1533,War of  Seven Khojas,8,,
1534,Taiping Rebellion Phase 1,8,,
1535,First Tukulor War,8,,
1536,Kashmir-Dards of Chilas War,8,,
1537,Han-Miao War Phase 1,8,,
1538,Second Haiti-Santo Domingo War,8,,
1539,Han-Nien War,8,,
1540,Filibuster War,8,,
1541,Han-Panthay War Phase 1,8,,
1542,First Zulu Internecine War,8,,
1543,Kucha and Khoja Uprising,8,,
1544,First Boer-Basuto War,8,,
1545,First Ethiopian War,8,,
1546,Second Tukulor War,8,,
1548,Transvaal War,8,,
1550,Central American War,8,,
1551,First Australian Aboriginal War,8,,
1552,Second Boer-Basuto War,8,,
1553,Second Ethiopian War,8,,
1554,Uruguay Colorados-Blancos War,8,,
1556,Second Zulu Internecine War,8,,
1557,Oman-Ibadi War,8,,
1558,Second Australian Aboriginal War,8,,
1559,Ethiopia-Mahdi War,8,,
1560,German East Africa Company War,8,,
1561,Rabih Zubayr-Bornu War,8,,
1567,First Nejd-Hejaz War,8,,
1568,Second Nejd-Hejaz War,8,,
1570,Partition Communal War,8,,
1571,Hyderabad War,8,,
1572,Palestine War,8,,
1573,Cheju Rebellion,8,,
1574,Rwandan Social Revolution,8,,
1577,Dhofar Rebellion Phase 1,8,,
1581,Angola Guerilla War,8,,
1582,East Timorese War Phase 1,8,,
1594,Hemda-Lendu War,9,,
